No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3919,LADR,Ladder Capital Corp,Financial,REIT - Diversified,USA,1765.93,10.07,16.18,0.09%,477044
3920,LAKE,"Lakeland Industries, Inc.",Healthcare,Medical Instruments & Supplies,USA,113.16,10.07,13.55,-1.45%,10613
3921,LAMR,Lamar Advertising Company (REIT),Financial,REIT - Diversified,USA,6713.01,23.87,69.07,-0.62%,329201
3922,LANC,Lancaster Colony Corporation,Consumer Goods,Food - Major Diversified,USA,3845.46,29.98,141.39,-1.28%,43117
3923,LAND,Gladstone Land Corporation,Financial,REIT - Diversified,USA,194.29,,12.47,-1.03%,37370
3925,LARK,"Landmark Bancorp, Inc.",Financial,Regional - Southwest  Banks,USA,117.07,30.07,28.3,0.32%,1069
3926,LASR,"nLIGHT, Inc.",Technology,Semiconductor - Broad Line,USA,1138.94,,32.62,2.18%,59160
3927,LAUR,"Laureate Education, Inc.",Services,Education & Training Services,USA,3243.49,45.03,15.13,1.82%,245135
3928,LAWS,"Lawson Products, Inc.",Services,Industrial Equipment Wholesale,USA,217.68,22.25,25.35,1.20%,11646
3929,LAZ,Lazard Ltd,Financial,Asset Management,Bermuda,6368.74,8.56,50.88,1.96%,293628
3930,LAZY,"Lazydays Holdings, Inc.",Services,Auto Dealerships,USA,74.2,,8.72,-0.34%,11450
3931,LB,"L Brands, Inc.",Services,Apparel Stores,USA,10101.31,12.35,37.45,2.04%,2100576
3932,LBAI,"Lakeland Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,959,17.45,20.75,1.72%,38378
3934,LBIX,"Leading Brands, Inc.",Consumer Goods,Beverages - Soft Drinks,Canada,4.4,,1.75,12.18%,464316
3936,LBRDA,Liberty Broadband Corporation,Services,CATV Systems,USA,13903.55,9.7,79.49,1.13%,111378
3938,LBRT,Liberty Oilfield Services Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,2166.16,11.11,19.45,3.82%,239734
3939,LBTYA,Liberty Global plc,Services,CATV Systems,United Kingdom,23485.07,,29.32,0.86%,753278
3941,LBY,Libbey Inc.,Consumer Goods,Home Furnishings & Fixtures,USA,183.54,,8,-3.73%,157152
3942,LC,LendingClub Corporation,Financial,Credit Services,USA,1723.39,,4.45,8.01%,7893371
3944,LCAHU,"Landcadia Holdings, Inc.",Conglomerates,Conglomerates,USA,676.2,,10.5,0.00%,0
3945,LCI,"Lannett Company, Inc.",Healthcare,Drugs - Generic,USA,503.7,8.14,14.31,3.70%,165263
3946,LCII,LCI Industries,Consumer Goods,Recreational Vehicles,USA,2377.84,19.4,94.25,-0.32%,91397
3948,LCNB,LCNB Corp.,Financial,Regional - Mid-Atlantic Banks,USA,200.77,16.65,20.15,-0.74%,3751
3949,LCUT,"Lifetime Brands, Inc.",Consumer Goods,Housewares & Accessories,USA,262.64,0.61,13.4,0.00%,6484
3951,LDL,"Lydall, Inc.",Consumer Goods,Auto Parts,USA,766.16,14.77,45.3,1.34%,48497
3952,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,USA,9147.36,32.9,61.11,1.55%,318067
3953,LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,732.68,6.87,25.21,-0.08%,32161
3957,LE,"Lands' End, Inc.",Services,Catalog & Mail Order Houses,USA,892.22,242.98,27.25,-1.62%,96951
3958,LEA,Lear Corporation,Consumer Goods,Auto Parts,USA,12571.25,10.58,190.44,1.63%,210380
3960,LECO,"Lincoln Electric Holdings, Inc.",Industrial Goods,Small Tools & Accessories,USA,5699.36,20.78,89.61,2.12%,110365
3961,LEDS,SemiLEDs Corporation,Technology,Semiconductor- Memory Chips,Taiwan,14.11,,5.78,37.62%,1386368
3962,LEE,"Lee Enterprises, Incorporated",Services,Publishing - Newspapers,USA,162.6,7.88,3.17,4.10%,341402
3963,LEG,"Leggett & Platt, Incorporated",Consumer Goods,Home Furnishings & Fixtures,USA,6110.15,18.41,45.76,1.32%,360881
3964,LEJU,Leju Holdings Limited,Financial,Property Management,China,207.7,,1.62,1.25%,68808
3966,LEN,Lennar Corporation,Industrial Goods,Residential Construction,USA,16694.91,13.45,54.66,1.81%,2401599
3968,LENS,Presbia PLC,Healthcare,Medical Instruments & Supplies,Ireland,37,,1.9,-7.32%,19901
3969,LEO,"Dreyfus Strategic Municipals, Inc.",Financial,Closed-End Fund - Debt,USA,478.92,26.21,7.65,-0.39%,45144
3970,LEU,Centrus Energy Corp.,Basic Materials,Industrial Metals & Minerals,USA,31.21,,3.66,-0.54%,4347
3971,LEVB,"Level Brands, Inc.",Services,Marketing Services,USA,30.51,,3.75,1.17%,8865
3972,LEXEA,"Liberty Expedia Holdings, Inc.",Technology,Internet Information Providers,USA,2573.78,,47.27,0.94%,194457
3973,LFAC,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,149.2,,9.61,0.00%,202000
3974,LFACU,LF Capital Acquisition Corp. Units,Conglomerates,Conglomerates,USA,171.06,,10.14,0.00%,114080
3975,LFC,China Life Insurance Company Limited,Financial,Life Insurance,China,88682.38,14.38,12.67,2.43%,357886
3977,LFGR,Leaf Group Ltd.,Technology,Internet Information Providers,USA,278.55,,11.55,-0.86%,22774
3978,LFIN,Longfin Corp.,Technology,Application Software,USA,351.87,,8.25,4.43%,107272
3979,LFUS,"Littelfuse, Inc.",Services,Electronics Wholesale,USA,5576.19,32.55,231.08,1.03%,92148
3980,LFVN,Lifevantage Corporation,Consumer Goods,Personal Products,USA,118.21,29.51,8.35,-1.07%,288316
3981,LGC,Legacy Acquisition Corp.,Conglomerates,Conglomerates,USA,288.6,601.25,9.67,0.52%,171
3984,LGCYP,Legacy Reserves LP,Basic Materials,Independent Oil & Gas,USA,1245.12,,16.8,-2.09%,3835
3985,LGF-A,Lions Gate Entertainment Corp.,Services,Entertainment - Diversified,USA,5400.04,18.26,26.19,1.93%,386262
3988,LGIH,"LGI Homes, Inc.",Financial,Real Estate Development,USA,1335.63,10.88,58.59,1.07%,166959
3989,LGL,"LGL Group, Inc. (The)",Industrial Goods,Industrial Electrical Equipment,USA,24.5,7.97,5.23,0.13%,4434
3991,LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,4521.9,102.59,214.15,-1.16%,110182
3992,LH,Laboratory Corporation of America Holdings,Healthcare,Medical Laboratories & Research,USA,18478.55,25.23,182.36,0.56%,222424
3993,LHC,Leo Holdings Corp.,Conglomerates,Conglomerates,United Kingdom,10.88,,9.68,0.00%,0
3994,LHCG,"LHC Group, Inc.",Healthcare,Home Health Care,USA,2882.67,49.63,87.7,-0.67%,127486
3995,LHO,LaSalle Hotel Properties,Financial,REIT - Hotel/Motel,USA,3823.58,45.64,34.75,-0.60%,257759
3996,LIFE,"aTyr Pharma, Inc.",Healthcare,Biotechnology,USA,27.98,,0.94,0.11%,326074
3997,LII,Lennox International Inc.,Industrial Goods,Diversified Machinery,USA,8330.21,26.35,211.8,2.57%,250670
3998,LILA,Liberty Latin America Ltd.,Services,CATV Systems,USA,3347.35,,20.37,0.15%,172231
4000,LINC,Lincoln Educational Services Corporation,Services,Education & Training Services,USA,39.71,,1.73,3.99%,17147
4001,LIND,"Lindblad Expeditions Holdings, Inc.",Consumer Goods,"Recreational Goods, Other",USA,615.44,43.73,13.57,0.74%,37246
4002,LINK,"Interlink Electronics, Inc.",Technology,Diversified Electronics,USA,24.29,19.32,3.23,3.20%,9785
4003,LION,Fidelity Southern Corporation,Financial,Regional - Mid-Atlantic Banks,USA,698.72,19.46,26.55,1.61%,37350
4004,LIQT,"LiqTech International, Inc.",Industrial Goods,Pollution & Treatment Controls,Denmark,45.19,,0.83,10.70%,315367
4006,LITB,"LightInTheBox Holding Co., Ltd.",Services,Catalog & Mail Order Houses,China,128.8,,1.91,3.24%,1758
4007,LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,USA,3616.08,15.6,56.25,-2.93%,1426866
4008,LIVE,Live Ventures Incorporated,Technology,Internet Information Providers,USA,24.88,5.13,12.73,0.79%,6346
4009,LIVN,LivaNova PLC,Healthcare,Medical Appliances & Equipment,United Kingdom,5025.21,57.04,104.24,0.24%,110572
4010,LIVX,"LiveXLive Media, Inc.",Services,Entertainment - Diversified,USA,304.52,,6,0.84%,46939
4011,LJPC,La Jolla Pharmaceutical Company,Healthcare,Biotechnology,USA,736.29,,29.69,-1.84%,71490
4012,LKFN,Lakeland Financial Corporation,Financial,Regional - Midwest Banks,USA,1226.83,19.39,50.04,1.48%,23526
4013,LKM,Link Motion Inc.,Technology,Application Software,China,114.3,,1.18,3.51%,111723
4015,LKQ,LKQ Corporation,Consumer Goods,Auto Parts,USA,10068.59,21.08,33.08,1.68%,818809
4016,LKSD,"LSC Communications, Inc.",Services,Business Services,USA,535.85,,14.23,2.08%,181315
4017,LL,"Lumber Liquidators Holdings, In",Services,Home Improvement Stores,USA,733.51,,26.58,3.30%,309069
4018,LLEX,"Lilis Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,326.99,,5.51,1.47%,341720
4019,LLIT,Lianluo Smart Limited,Healthcare,Medical Appliances & Equipment,China,31.7,,1.85,1.09%,11686
4020,LLL,"L3 Technologies, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,15195.25,22.12,196.59,1.56%,246408
4021,LLNW,"Limelight Networks, Inc.",Technology,Internet Information Providers,USA,534.98,,4.87,0.83%,747095
4022,LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - Major,USA,93900.55,30.28,87.92,0.61%,1555059
4023,LM,"Legg Mason, Inc.",Financial,Asset Management,USA,2920.98,52,35.1,2.27%,482141
4024,LMAT,"LeMaitre Vascular, Inc.",Healthcare,Medical Instruments & Supplies,USA,690.52,45.01,35.77,-2.61%,119192
4025,LMB,"Limbach Holdings, Inc.",Industrial Goods,Heavy Construction,USA,89.19,,11.88,0.17%,4292
4027,LMFA,"LM Funding America, Inc.",Financial,Credit Services,USA,2.4,,0.42,5.35%,341544
4029,LMNR,Limoneira Company,Consumer Goods,Farm Products,USA,377.2,39.43,25.97,1.48%,52383
4030,LMNX,Luminex Corporation,Healthcare,Medical Instruments & Supplies,USA,1315.07,25.97,30.41,1.03%,123631
4031,LMRK,Landmark Infrastructure Partners LP,Financial,Property Management,USA,349.87,22.98,13.95,0.00%,30433
4035,LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,85505.51,20.63,306.01,2.28%,798621
4036,LN,LINE Corporation,Technology,Application Software,Japan,10281.8,227.15,45.46,3.70%,217997
4037,LNC,Lincoln National Corporation,Financial,Life Insurance,USA,13835.86,20.12,65.51,3.39%,1194043
4038,LND,BrasilAgro - Companhia Brasileira de Propriedades Agricolas,Financial,Property Management,Brazil,188.78,7.14,3.55,1.00%,1793
4039,LNDC,Landec Corporation,Consumer Goods,Farm Products,USA,415.96,57.85,15.07,-0.17%,30085
4040,LNG,"Cheniere Energy, Inc.",Basic Materials,Oil & Gas Pipelines,USA,16127.37,51.2,65.05,-1.66%,1092445
4042,LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,1066.52,43.9,101.88,1.35%,27812
4043,LNT,Alliant Energy Corporation,Utilities,Electric Utilities,USA,10144.58,21.17,42.29,-3.54%,680986
4044,LNTH,"Lantheus Holdings, Inc.",Healthcare,Medical Appliances & Equipment,USA,570.34,13.83,15.25,2.01%,139457
4045,LOAN,"Manhattan Bridge Capital, Inc.",Financial,Credit Services,USA,63.2,17.79,7.8,-1.82%,33716
4046,LOB,"Live Oak Bancshares, Inc.",Financial,Savings & Loans,USA,1261.96,14.78,32.2,-0.31%,179620
4047,LOCO,"El Pollo Loco Holdings, Inc.",Services,Restaurants,USA,440.45,95.87,11.6,0.00%,92862
4048,LODE,Comstock Mining Inc.,Basic Materials,Gold,USA,13.51,,0.25,-5.00%,283896
4049,LOGI,Logitech International S.A.,Technology,Computer Peripherals,Switzerland,7444.86,30.12,44.95,0.83%,80580
4050,LOGM,"LogMeIn, Inc.",Technology,Application Software,USA,5599.78,91.87,107.93,1.10%,325809
4052,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,Industrial Goods,General Building Materials,Argentina,1330.33,19.86,11.51,3.14%,178019
4053,LONE,Lonestar Resources US Inc.,Basic Materials,Independent Oil & Gas,USA,207.4,,8.24,0.00%,82100
4054,LOOP,"Loop Industries, Inc.",Financial,Property Management,USA,381.26,,11.26,0.36%,12952
4055,LOPE,"Grand Canyon Education, Inc.",Services,Education & Training Services,USA,5535.04,27.22,116.13,0.52%,277096
4057,LORL,Loral Space & Communications Inc.,Technology,Communication Equipment,USA,819.54,12.03,39.25,0.38%,39995
4058,LOV,Spark Networks SE,Technology,Internet Service Providers,USA,3418.97,,10.61,-0.38%,8520
4059,LOW,"Lowe's Companies, Inc.",Services,Home Improvement Stores,USA,79315.5,20.86,97.13,1.03%,1753062
4061,LOXO,"Loxo Oncology, Inc.",Healthcare,Biotechnology,USA,5703.74,,186.06,-2.05%,360679
4062,LPCN,Lipocine Inc.,Healthcare,Drugs - Generic,USA,29.3,,1.39,0.72%,188134
4063,LPG,Dorian LPG Ltd.,Services,Shipping,USA,412.17,,8.14,2.01%,301914
4064,LPI,"Laredo Petroleum, Inc.",Basic Materials,Independent Oil & Gas,USA,2238.67,4.04,10.02,4.81%,3237136
4065,LPL,"LG Display Co., Ltd.",Technology,Diversified Electronics,South Korea,5855.28,5.89,8.62,5.51%,846480
4066,LPLA,LPL Financial Holdings Inc.,Financial,Investment Brokerage - National,USA,5845.44,22.06,67.71,2.92%,368836
4067,LPNT,"LifePoint Health, Inc.",Healthcare,Hospitals,USA,1946.7,151.42,48.63,0.99%,763729
4068,LPSN,"LivePerson, Inc.",Technology,Business Software & Services,USA,1314.46,,22.3,0.45%,141571
4069,LPT,Liberty Property Trust,Financial,REIT - Office,USA,6569.17,24.79,44.04,-1.41%,340034
4070,LPTH,"LightPath Technologies, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,59.2,7.5,2.35,0.43%,87921
4071,LPTX,"Leap Therapeutics, Inc.",Healthcare,Biotechnology,USA,134.24,,8.94,2.76%,6975
4072,LPX,Louisiana-Pacific Corporation,Services,Building Materials Wholesale,USA,4044.37,9.93,28.29,1.22%,553257
4075,LQDT,"Liquidity Services, Inc.",Services,Catalog & Mail Order Houses,USA,216.68,,6.97,0.72%,17096
4076,LRAD,LRAD Corporation,Technology,Scientific & Technical Instruments,USA,85.49,98.52,2.67,0.38%,27036
4077,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,27436.85,11.85,176.34,1.42%,1150157
4081,LRN,K12 Inc.,Services,Education & Training Services,USA,692.94,63.66,17.88,2.85%,84805
4082,LSBK,"Lake Shore Bancorp, Inc.",Financial,Savings & Loans,USA,103.93,27.31,17.32,1.01%,902
4083,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductor - Specialized,USA,792.32,,6.42,0.31%,369929
4084,LSI,"Life Storage, Inc.",Technology,Semiconductor - Specialized,USA,4656.91,42.46,97.99,-2.25%,289711
4086,LSTR,"Landstar System, Inc.",Services,Trucking,USA,4706.15,25.77,114.03,1.85%,93846
4089,LSXMK,The Liberty SiriusXM Group,Services,Broadcasting - Radio,USA,10376.99,13.29,47.45,1.19%,284806
4090,LTBR,Lightbridge Corporation,Basic Materials,Synthetics,USA,23.4,,0.98,-1.65%,73327
4091,LTC,"LTC Properties, Inc.",Financial,REIT - Healthcare Facilities,USA,1731.9,20.23,42.85,-2.39%,129340
4093,LTM,LATAM Airlines Group S.A.,Services,Sporting Activities,USA,6007.74,33.4,10.18,0.59%,187851
4094,LTN,Union Acquisition Corp.,Conglomerates,Conglomerates,USA,31.5,,9.67,0.00%,100
4096,LTRPA,"Liberty TripAdvisor Holdings, Inc.",Consumer Goods,"Recreational Goods, Other",USA,1286.25,,16.98,-1.02%,163879
4098,LTRX,"Lantronix, Inc.",Technology,Communication Equipment,USA,52.01,,2.74,-1.44%,21754
4099,LTS,Ladenburg Thalmann Financial Se,Financial,Investment Brokerage - National,USA,695.5,,3.52,-0.71%,59187
4100,LTXB,"LegacyTexas Financial Group, Inc.",Financial,Regional - Southwest Banks,USA,1906.68,16.99,40.82,2.98%,109144
4101,LUB,"Luby's, Inc.",Services,Restaurants,USA,75.8,,2.65,1.15%,6053
4102,LULU,Lululemon Athletica Inc.,Consumer Goods,Textile - Apparel Clothing,Canada,16992.99,48.25,127.01,-1.19%,1362881
4103,LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA,87.79,,3.4,0.77%,90015
4104,LUV,Southwest Airlines Co.,Services,Regional Airlines,USA,30958.38,14.39,53.31,1.08%,3017664
4111,LVS,Las Vegas Sands Corp.,Services,Resorts & Casinos,USA,55992.67,17.58,73.15,1.08%,2196062
4112,LW,"Lamb Weston Holdings, Inc.",Consumer Goods,Food - Major Diversified,USA,10268.8,30.07,70.61,0.60%,330037
4113,LWAY,"Lifeway Foods, Inc.",Consumer Goods,Food - Major Diversified,USA,69.42,,4.6,1.32%,45926
4114,LX,LexinFintech Holdings Ltd.,Financial,Credit Services,China,2016.14,47.95,11.7,-5.76%,726493
4115,LXFR,Luxfer Holdings PLC,Industrial Goods,Diversified Machinery,United Kingdom,483.75,62.91,18.15,1.23%,86058
4116,LXFT,"Luxoft Holding, Inc.",Technology,Application Software,Switzerland,1274.08,22.59,37.75,0.27%,45605
4117,LXP,Lexington Realty Trust,Financial,REIT - Diversified,USA,2107.06,97.1,8.94,-1.00%,370654
4118,LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1379.04,,12.34,-5.08%,222291
4119,LXU,"LSB Industries, Inc.",Basic Materials,Chemicals - Major Diversified,USA,156.77,,6.35,6.37%,169922
4120,LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,Netherlands,41856.99,9.58,110.23,1.53%,1339965
4121,LYG,Lloyds Banking Group plc,Financial,Foreign Money Center Banks,United Kingdom,59205.71,14.52,3.35,0.30%,2359797
4122,LYL,Dragon Victory International Limited,Financial,Credit Services,China,34.49,19.29,3.07,1.99%,4900
4123,LYTS,LSI Industries Inc.,Industrial Goods,Industrial Electrical Equipment,USA,145.42,,5.57,-0.89%,52730
4124,LYV,"Live Nation Entertainment, Inc.",Services,Entertainment - Diversified,USA,10074.15,,49.89,0.40%,836479
4125,LZB,La-Z-Boy Incorporated,Consumer Goods,Home Furnishings & Fixtures,USA,1506.39,17.91,31.67,-1.32%,211677
4126,M,"Macy's, Inc.",Services,Department Stores,USA,11375.4,10.86,36.52,-1.00%,3462350
4127,MA,Mastercard Incorporated,Financial,Credit Services,USA,205082.62,41.65,200.77,0.63%,1416999
4128,MAA,"Mid-America Apartment Communities, Inc.",Financial,REIT - Residential,USA,11315.34,34.25,98.93,-1.33%,319994
4129,MAB,Eaton Vance Massachusetts Municipal Bond Fund,Financial,Asset Management,USA,22.87,,12.9,-0.15%,2502
4130,MAC,Macerich Company,Financial,REIT - Retail,USA,8217.47,145.31,57.83,-0.75%,460255
4131,MACK,"Merrimack Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,69.1,,5.2,0.39%,115632
4132,MACQ,"M I Acquisitions, Inc.",Conglomerates,Conglomerates,USA,25.24,,10.63,0.47%,101867
4133,MAG,MAG Silver Corp.,Basic Materials,Silver,USA,933.76,,10.84,-1.54%,115886
4135,MAGS,Magal Security Systems Ltd.,Services,Security & Protection Services,Israel,123.21,,5.13,-0.19%,29550
4136,MAIN,Main Street Capital Corporation,Financial,Diversified Investments,USA,2273.22,12.98,38.48,-0.03%,112008
4137,MAMS,"MAM Software Group, Inc.",Technology,Business Software & Services,USA,110.1,19.18,8.47,-2.53%,3778
4138,MAN,ManpowerGroup Inc.,Services,Staffing & Outsourcing Services,USA,5768.1,12.01,89.27,2.61%,412009
4139,MANH,"Manhattan Associates, Inc.",Technology,Application Software,USA,3388.46,31.57,51.15,1.97%,364517
4140,MANT,ManTech International Corporation,Technology,Security Software & Services,USA,2180.63,33.82,58.46,-0.78%,86494
4141,MANU,Manchester United plc,Services,Sporting Activities,United Kingdom,3390.61,49.88,21.3,1.91%,18229
4142,MAR,"Marriott International, Inc.",Services,Lodging,USA,43999.3,23.62,129.55,1.48%,1089602
4143,MARA,"Marathon Patent Group, Inc.",Services,Business Services,USA,19.01,,0.92,3.46%,292474
4144,MARK,"Remark Holdings, Inc.",Technology,Internet Information Providers,USA,143.92,,3.81,-3.05%,195972
4145,MARPS,Marine Petroleum Trust,Financial,Diversified Investments,USA,8.5,10.21,3.95,1.28%,1965
4146,MAS,Masco Corporation,Industrial Goods,General Building Materials,USA,11910.2,23.3,38.73,0.81%,1305151
4147,MASI,Masimo Corporation,Healthcare,Medical Instruments & Supplies,USA,5047.49,26.58,99.7,-0.27%,202581
4148,MAT,"Mattel, Inc.",Consumer Goods,Toys & Games,USA,5948.38,,17.6,1.94%,1354483
4150,MATR,Mattersight Corporation,Technology,Application Software,USA,89.69,,2.67,-0.93%,10196
4151,MATW,Matthews International Corporation,Services,Personal Services,USA,1915.35,24.57,60.9,1.08%,79333
4152,MATX,"Matson, Inc.",Services,Shipping,USA,1669.09,19.96,39.08,0.30%,430517
4153,MAV,Pioneer Municipal High Income Advantage Trust,Financial,Closed-End Fund - Debt,USA,261.11,32.43,10.87,-0.55%,32574
4154,MAXR,Maxar Technologies Ltd.,Technology,Communication Equipment,USA,1915.48,19.12,52.42,-0.28%,115988
4155,MAYS,"J.W. Mays, Inc.",Financial,Property Management,USA,80.8,62.23,40.2,0.00%,0
4156,MB,"MINDBODY, Inc.",Technology,Application Software,USA,1875.15,,41.35,-0.48%,331894
4158,MBFI,"MB Financial, Inc.",Financial,Regional - Midwest Banks,USA,3940.37,19.35,48.45,2.04%,451345
4160,MBI,MBIA Inc.,Financial,Property & Casualty Insurance,USA,812.5,,9.53,0.95%,450647
4161,MBII,"Marrone Bio Innovations, Inc.",Basic Materials,Agricultural Chemicals,USA,197.01,,1.88,-3.11%,215584
4162,MBIO,"Mustang Bio, Inc.",Healthcare,Biotechnology,USA,194.88,,7.48,1.91%,44662
4163,MBOT,Microbot Medical Inc.,Healthcare,Medical Instruments & Supplies,USA,30.3,,0.72,-2.07%,102327
4164,MBRX,"Moleculin Biotech, Inc.",Healthcare,Biotechnology,USA,43.79,,1.68,-1.75%,156602
4166,MBT,Public Joint-Stock Company Mobile TeleSystems,Technology,Wireless Communications,Russia,8969.68,9.35,9.13,1.11%,1790688
4167,MBTF,MBT Financial Corp.,Financial,Regional - Northeast Banks,USA,250.53,16.35,11.35,2.25%,72654
4168,MBUU,"Malibu Boats, Inc.",Consumer Goods,"Recreational Goods, Other",USA,874.96,11.97,44.1,2.83%,44263
4169,MBVX,"MabVax Therapeutics Holdings, Inc.",Healthcare,Biotechnology,USA,5.4,,1.57,166.10%,20843430
4170,MBWM,Mercantile Bank Corporation,Financial,Regional - Midwest Banks,USA,619.03,17.37,38.4,1.86%,15735
4171,MC,Moelis & Company,Financial,Asset Management,USA,3268.07,9.56,60.1,0.50%,142333
4173,MCB,Metropolitan Bank Holding Corp.,Financial,Regional - Northeast Banks,USA,433.04,24.25,53.28,0.89%,16037
4174,MCBC,Macatawa Bank Corporation,Financial,Regional - Midwest Banks,USA,427.54,21.57,12.76,-0.08%,10759
4175,MCC,Medley Capital Corporation,Financial,Closed-End Fund - Equity,USA,190.09,,3.44,0.15%,114974
4176,MCD,McDonald's Corporation,Services,Restaurants,USA,126085.28,21.13,160.33,0.57%,1469878
4178,MCEP,"Mid-Con Energy Partners, LP",Basic Materials,Independent Oil & Gas,USA,50.59,,1.66,-2.35%,81821
4179,MCF,Contango Oil & Gas Company,Basic Materials,Independent Oil & Gas,USA,148.78,,6.67,14.41%,522993
4180,MCFT,"MCBC Holdings, Inc.",Consumer Goods,Recreational Vehicles,USA,535.52,16.81,29.51,2.11%,94049
4182,MCHP,Microchip Technology Incorporated,Technology,Semiconductor - Broad Line,USA,21929.49,28.96,93.2,-0.22%,671094
4183,MCHX,"Marchex, Inc.",Services,Marketing Services,USA,136.31,12.53,3.06,-0.33%,9885
4185,MCK,McKesson Corporation,Services,Drugs Wholesale,USA,28265.4,,138.75,0.63%,440878
4186,MCN,Madison Covered Call & Equity Strategy Fund,Financial,Closed-End Fund - Equity,USA,145.28,13.02,7.57,0.40%,24013
4187,MCO,Moody's Corporation,Services,Business Services,USA,33075.83,42.96,174.95,1.24%,310981
4189,MCRB,"Seres Therapeutics, Inc.",Healthcare,Biotechnology,USA,359.01,,9.21,0.00%,56685
4190,MCRI,"Monarch Casino & Resort, Inc.",Services,Resorts & Casinos,USA,785.31,29.08,45.97,1.21%,14087
4191,MCRN,Milacron Holdings Corp.,Industrial Goods,Diversified Machinery,USA,1320.23,56.88,18.91,1.67%,280845
4193,MCS,The Marcus Corporation,Services,Entertainment - Diversified,USA,911.12,21.47,33.45,0.30%,10158
4194,MCY,Mercury General Corporation,Financial,Property & Casualty Insurance,USA,2453.38,37.9,44.52,1.78%,119163
4195,MD,"MEDNAX, Inc.",Healthcare,Specialized Health Services,USA,4070.76,15.59,43.96,1.20%,346264
4196,MDB,"MongoDB, Inc.",Technology,Application Software,USA,2543.07,,52.17,0.50%,1037568
4197,MDC,"M.D.C. Holdings, Inc.",Industrial Goods,Residential Construction,USA,1734.47,10.77,31.64,0.35%,207538
4198,MDCA,MDC Partners Inc.,Services,Marketing Services,Canada,310.98,2.83,5.43,-0.46%,84025
4199,MDCO,The Medicines Company,Healthcare,Drugs - Generic,USA,2837.69,,39.19,1.92%,481250
4200,MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,4498.19,,298.64,-0.28%,78497
4201,MDGS,Medigus Ltd.,Healthcare,Medical Appliances & Equipment,Israel,169.34,,1.23,0.00%,6301
4203,MDLY,Medley Management Inc.,Financial,Asset Management,USA,105.08,,3.7,2.78%,32596
4204,MDLZ,"Mondelez International, Inc.",Consumer Goods,Confectioners,USA,63059.15,20.27,42.06,-0.67%,1973702
4205,MDP,Meredith Corporation,Services,Publishing - Periodicals,USA,2385.09,386.71,55.4,0.18%,176421
4206,MDR,"McDermott International, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,3288.49,6.14,18.57,3.86%,2016506
4207,MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,Application Software,USA,2223.34,,12.48,0.93%,569326
4208,MDSO,"Medidata Solutions, Inc.",Technology,Healthcare Information Services,USA,4912.08,110.76,84.13,-0.32%,348155
4209,MDT,Medtronic plc,Healthcare,Medical Appliances & Equipment,USA,117400.97,21.28,87.14,0.59%,2182463
4210,MDU,"MDU Resources Group, Inc.",Industrial Goods,General Building Materials,USA,5781,23.05,29,-2.01%,478912
4211,MDWD,MediWound Ltd.,Healthcare,Biotechnology,Israel,188.03,,6.85,-0.72%,8763
4212,MDXG,"MiMedx Group, Inc.",Healthcare,Medical Appliances & Equipment,USA,441.9,11.02,3.43,2.54%,2919383
4217,MED,"Medifast, Inc.",Services,"Specialty Retail, Other",USA,2016.95,59.37,166.14,-0.91%,101199
4218,MEDP,"Medpace Holdings, Inc.",Healthcare,Medical Laboratories & Research,USA,1560.77,40.16,44.12,-0.50%,82072
4219,MEET,"The Meet Group, Inc.",Technology,Internet Information Providers,USA,339.29,,4.4,-3.93%,559043
4220,MEI,"Methode Electronics, Inc.",Technology,Diversified Electronics,USA,1464.72,13.77,40.92,0.31%,143773
4221,MEIP,"MEI Pharma, Inc.",Healthcare,Drug Manufacturers - Other,USA,156.38,,4.39,-0.45%,105688
4222,MELI,"MercadoLibre, Inc.",Services,Catalog & Mail Order Houses,Argentina,13132.83,,308.92,-1.28%,439341
