No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
4223,MELR,"Melrose Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,51.2,24.57,19.79,-1.03%,501
4224,MEN,"BlackRock MuniEnhanced Fund, Inc.",Financial,Closed-End Fund - Debt,USA,310.17,38.14,10.47,0.19%,15133
4225,MEOH,Methanex Corporation,Basic Materials,Specialty Chemicals,Canada,6022.07,17.35,72.85,1.25%,307250
4226,MERC,Mercer International Inc.,Consumer Goods,Paper & Paper Products,Canada,1111.27,9.68,17.55,1.15%,156212
4227,MESO,Mesoblast Limited,Healthcare,Biotechnology,Australia,528.42,,5.99,0.18%,23571
4228,MET,"MetLife, Inc.",Financial,Life Insurance,USA,44117.45,9.41,45.42,3.85%,4330767
4229,METC,"Ramaco Resources, Inc.",Basic Materials,Industrial Metals & Minerals,USA,277.42,,6.69,-2.34%,58295
4231,MFA,"MFA Financial, Inc.",Financial,REIT - Diversified,USA,3076.26,9.82,7.78,0.58%,783305
4232,MFC,Manulife Financial Corporation,Financial,Life Insurance,Canada,35764.56,19.14,18.14,1.31%,1959997
4233,MFCB,MFC Bancorp Ltd.,Basic Materials,Industrial Metals & Minerals,Ireland,73.97,,6.03,0.84%,1176
4234,MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Financial,Closed-End Fund - Equity,USA,93.63,5.94,11.07,-0.09%,55235
4237,MFG,"Mizuho Financial Group, Inc.",Financial,Foreign Regional Banks,Japan,42554.6,8.33,3.4,1.80%,233372
4238,MFGP,Micro Focus International plc,Technology,Application Software,United Kingdom,3552.88,25.34,17.05,2.10%,473293
4239,MFIN,Medallion Financial Corp.,Financial,Credit Services,USA,129.29,,5.5,0.18%,28408
4240,MFL,BlackRock MuniHoldings Investment Quality Fund,Financial,Closed-End Fund - Debt,USA,490.38,25.98,12.88,-0.46%,38411
4241,MFM,MFS Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,270.6,22.05,6.58,0.15%,32836
4242,MFNC,Mackinac Financial Corporation,Financial,Regional - Southwest  Banks,USA,180.43,15.06,17.24,-1.20%,5102
4243,MFSF,"MutualFirst Financial, Inc.",Financial,Regional - Midwest Banks,USA,329.28,19.26,38.8,1.57%,1855
4247,MG,"Mistras Group, Inc.",Services,Security & Protection Services,USA,552.08,804.62,21,0.38%,33398
4248,MGA,Magna International Inc.,Services,Auto Parts Wholesale,Canada,20522.3,9.58,60.38,2.65%,610301
4250,MGEE,"MGE Energy, Inc.",Utilities,Diversified Utilities,USA,2289.82,29.89,63.45,-3.94%,27591
4251,MGEN,"Miragen Therapeutics, Inc.",Healthcare,Medical Laboratories & Research,USA,215.87,,7.65,4.51%,431321
4253,MGI,"MoneyGram International, Inc.",Financial,Credit Services,USA,379.28,,6.7,-0.81%,145573
4254,MGIC,Magic Software Enterprises Ltd.,Technology,Application Software,Israel,355.82,23.55,8.1,-0.61%,5144
4256,MGLN,"Magellan Health, Inc.",Healthcare,Health Care Plans,USA,2401.97,23.53,99.1,0.92%,89410
4257,MGM,MGM Resorts International,Services,Resorts & Casinos,USA,15578.91,30.24,29.4,1.48%,3565553
4258,MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,USA,894.62,,22.03,-1.48%,102853
4259,MGP,MGM Growth Properties LLC,Financial,REIT - Hotel/Motel,USA,8058,42.91,30.26,-0.80%,145903
4260,MGPI,"MGP Ingredients, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,1548.41,42.1,93.04,-1.88%,229574
4261,MGRC,McGrath RentCorp,Services,Rental & Leasing Services,USA,1563.63,27.29,65.7,1.12%,44571
4262,MGTA,"Magenta Therapeutics, Inc.",Healthcare,Biotechnology,USA,447.03,,12.5,-3.70%,56641
4263,MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,USA,330.76,,12.79,-0.31%,158483
4266,MHD,"BlackRock MuniHoldings Fund, Inc.",Financial,Closed-End Fund - Debt,USA,223.09,51.88,15.82,0.64%,28213
4267,MHE,BlackRock Massachusetts Tax-Exempt Trust,Financial,Asset Management,USA,30.45,29.88,12.89,0.29%,262
4268,MHF,Western Asset Municipal High Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,156.08,36.81,7.23,0.21%,8746
4269,MHH,"Mastech Digital, Inc.",Services,Staffing & Outsourcing Services,USA,87.82,29,17.17,-1.66%,12193
4270,MHI,Pioneer Municipal High Income Trust,Financial,Closed-End Fund - Debt,USA,264.22,29.87,11.54,-0.69%,52965
4271,MHK,"Mohawk Industries, Inc.",Consumer Goods,Home Furnishings & Fixtures,USA,16040.2,15.97,221.08,1.07%,200611
4272,MHLD,"Maiden Holdings, Ltd.",Financial,Property & Casualty Insurance,Bermuda,648.27,,8.17,1.49%,75444
4274,MHO,"M/I Homes, Inc.",Industrial Goods,Residential Construction,USA,759.18,10.79,27.07,0.45%,77607
4275,MIC,Macquarie Infrastructure Corporation,Services,"Air Services, Other",USA,3716.9,22.24,44.22,0.92%,618087
4276,MICR,"Micron Solutions, Inc.",Healthcare,Medical Appliances & Equipment,USA,9.59,,3.43,1.17%,3885
4277,MICT,"Micronet Enertec Technologies, Inc.",Industrial Goods,Aerospace/Defense - Major Diversified,USA,14.8,,1.62,2.53%,117108
4278,MIDD,The Middleby Corporation,Industrial Goods,Diversified Machinery,USA,5804.34,19.86,103.88,0.69%,1230722
4282,MIK,"The Michaels Companies, Inc.",Services,"Specialty Retail, Other",USA,3506.86,10.55,20.66,0.83%,1904790
4284,MIME,Mimecast Limited,Technology,Application Software,United Kingdom,2417.97,,42.59,0.80%,126692
4288,MINDP,"Mitcham Industries, Inc.",Technology,Scientific & Technical Instruments,USA,289.48,,23.98,0.08%,4265
4289,MINI,"Mobile Mini, Inc.",Consumer Goods,Packaging & Containers,USA,2184.17,41.86,49.95,1.11%,60206
4291,MITK,"Mitek Systems, Inc.",Technology,Application Software,USA,320.78,31.06,9.1,0.00%,58702
4292,MITL,Mitel Networks Corporation,Technology,Communication Equipment,Canada,1326.82,,10.98,0.18%,305495
4293,MITT,"AG Mortgage Investment Trust, Inc.",Financial,REIT - Diversified,USA,542.08,6.09,19.27,0.10%,71444
4294,MIW,Eaton Vance Michigan Municipal Bond Fund,Financial,Asset Management,USA,19.79,31.18,13.18,-0.08%,1085
4295,MIXT,MiX Telematics Limited,Technology,Technical & System Software,South Africa,404.54,32.16,19.29,3.04%,110335
4296,MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,383.63,15.35,12.98,0.08%,19718
4298,MJCO,Majesco,Technology,Application Software,USA,227.34,,7.28,-0.98%,15586
4299,MKC,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,USA,15686.53,29.52,119.53,0.13%,690089
4301,MKGI,"Monaker Group, Inc.",Services,Marketing Services,USA,19.6,,2.32,3.57%,26737
4302,MKL,Markel Corporation,Financial,Property & Casualty Insurance,USA,15056.21,2808.03,1123.4,1.03%,18750
4303,MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,USA,5295.36,13.53,98.3,1.03%,314114
4304,MKTX,MarketAxess Holdings Inc.,Financial,Investment Brokerage - National,USA,7506.5,46.54,204.64,1.03%,70495
4305,MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA,819.91,,221.99,0.45%,13374
4306,MLCO,Melco Resorts & Entertainment Limited,Services,Resorts & Casinos,Hong Kong,12300.52,35.28,25.49,2.63%,2490751
4307,MLHR,"Herman Miller, Inc.",Consumer Goods,Business Equipment,USA,2271.57,17.59,38.28,-0.07%,240864
4308,MLI,"Mueller Industries, Inc.",Industrial Goods,Metal Fabrication,USA,1737.38,19.83,30.77,0.49%,77380
4309,MLM,"Martin Marietta Materials, Inc.",Industrial Goods,General Building Materials,USA,14322.72,34.14,227.72,0.10%,208732
4311,MLNT,"Melinta Therapeutics, Inc.",Healthcare,Biotechnology,USA,346.88,,6.6,2.33%,423223
4312,MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductor - Broad Line,Israel,4480.66,153.57,85.35,-0.93%,485243
4313,MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,USA,218.59,58.29,12.68,0.20%,12028
4324,MLR,"Miller Industries, Inc.",Consumer Goods,Auto Parts,USA,298.82,10.8,26.4,-1.49%,45409
4325,MLSS,"Milestone Scientific, Inc.",Healthcare,Medical Instruments & Supplies,USA,25.8,,0.85,3.66%,15104
4326,MLVF,"Malvern Bancorp, Inc.",Financial,Savings & Loans,USA,164.91,19.5,25,-0.40%,2264
4327,MMAC,"MMA Capital Management, LLC",Financial,Mortgage Investment,USA,148.17,7.73,26.15,0.76%,2809
4328,MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,42788.84,20.99,85.57,1.60%,1074752
4330,MMDM,Modern Media Acquisition Corp.,Conglomerates,Conglomerates,USA,63.4,831.67,9.98,0.00%,0
4331,MMI,"Marcus & Millichap, Inc.",Financial,Real Estate Development,USA,1531.08,22.94,40.66,0.20%,45659
4332,MMLP,Martin Midstream Partners L.P.,Basic Materials,Oil & Gas Pipelines,USA,538.96,33.25,13.75,0.36%,79209
4333,MMM,3M Company,Industrial Goods,Diversified Machinery,USA,117725.66,23.66,200.4,1.49%,1346288
4334,MMP,"Magellan Midstream Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,15603.39,18.2,68.61,0.40%,351809
4335,MMS,"MAXIMUS, Inc.",Services,Business Services,USA,4149.86,22.24,64.72,0.89%,87067
4336,MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,2684.38,141.54,54.7,-0.91%,114539
4337,MMT,MFS Multimarket Income Trust,Financial,Closed-End Fund - Debt,USA,396.69,57.24,5.6,-0.16%,97412
4339,MMU,Western Asset Managed Municipals Fund Inc.,Financial,Closed-End Fund - Debt,USA,548.03,13.76,12.65,-0.05%,47889
4340,MMV,Eaton Vance Massachusetts Municipal Income Trust,Financial,Asset Management,USA,34.08,14.73,12.39,-0.48%,1077
4341,MMYT,MakeMyTrip Limited,Services,General Entertainment,India,3615.18,,33.35,-6.32%,299599
4342,MN,"Manning & Napier, Inc.",Financial,Asset Management,USA,48.29,2.83,3.22,2.38%,40569
4344,MNDO,MIND C.T.I. Ltd,Technology,Information Technology Services,Israel,41.59,7.27,2.18,0.00%,21444
4345,MNE,Blackrock Muni New York Interme,Financial,Closed-End Fund - Debt,USA,53.63,18.57,12.74,0.00%,3501
4346,MNGA,MagneGas Corporation,Basic Materials,Major Integrated Oil & Gas,USA,6.01,,0.32,-5.96%,1941382
4347,MNI,The McClatchy Company,Services,Publishing - Newspapers,USA,76.46,,9.75,0.10%,6838
4348,MNK,Mallinckrodt Public Limited Company,Healthcare,Drugs - Generic,United Kingdom,1715.11,1.49,20.9,4.92%,3012844
4349,MNKD,MannKind Corporation,Healthcare,Biotechnology,USA,263.2,,1.74,-3.61%,1450495
4350,MNLO,Menlo Therapeutics Inc.,Healthcare,Biotechnology,USA,190.93,,8.53,1.55%,63403
4351,MNOV,"MediciNova, Inc.",Healthcare,Biotechnology,USA,313.42,,8.35,0.06%,87675
4352,MNP,Western Asset Municipal Partners Fund Inc.,Financial,Closed-End Fund - Debt,USA,137.23,11.19,14.1,-0.14%,15473
4353,MNR,Monmouth Real Estate Investment Corporation,Financial,REIT - Industrial,USA,1332.16,47.06,16.78,-0.94%,105707
4354,MNRO,"Monro, Inc.",Consumer Goods,Auto Parts,USA,2045.31,30.43,63.2,1.44%,149194
4355,MNST,Monster Beverage Corporation,Consumer Goods,Beverages - Soft Drinks,USA,32455.24,37.39,58.46,0.03%,633777
4356,MNTA,"Momenta Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,1668.22,,22.83,0.55%,186266
4357,MNTX,"Manitex International, Inc.",Industrial Goods,Diversified Machinery,USA,210.4,,12.98,1.52%,93945
4358,MO,"Altria Group, Inc.",Consumer Goods,Cigarettes,USA,110692.71,15.17,57.94,-0.59%,3994948
4360,MOBL,"MobileIron, Inc.",Technology,Application Software,USA,462.89,,4.7,-1.05%,216999
4361,MOC,Command Security Corporation,Services,Security & Protection Services,USA,16.21,,1.6,2.54%,20434
4362,MOD,Modine Manufacturing Company,Consumer Goods,Auto Parts,USA,898.94,15.17,18.15,1.11%,50957
4363,MODN,"Model N, Inc.",Technology,Application Software,USA,566.25,,18.9,0.27%,202312
4364,MOFG,"MidWestOne Financial Group, Inc.",Financial,Regional - Southwest  Banks,USA,419.41,18.62,35.1,0.34%,11987
4365,MOG-A,Moog Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,2781.57,24.03,78.39,1.56%,49453
4367,MOH,"Molina Healthcare, Inc.",Healthcare,Health Care Plans,USA,6137.32,,103.22,2.73%,646303
4369,MOMO,Momo Inc.,Technology,Internet Software & Services,China,8860.75,26.31,46.68,0.52%,4265961
4371,MOR,MorphoSys AG,Healthcare,Biotechnology,Germany,914.49,,31.85,0.98%,6983
4373,MORN,"Morningstar, Inc.",Technology,Information & Delivery Services,USA,5473.54,36.99,132.37,2.22%,88413
4375,MOS,The Mosaic Company,Basic Materials,Agricultural Chemicals,USA,10645.11,25.38,28.46,1.21%,1167324
4376,MOSC,Mosaic Acquisition Corp.,Conglomerates,Conglomerates,USA,333.96,,9.68,0.00%,8800
4377,MOSY,"MoSys, Inc.",Technology,Semiconductor - Integrated Circuits,USA,14.88,,1.85,1.09%,131342
4379,MOTS,"Motus GI Holdings, Inc.",Healthcare,Medical Appliances & Equipment,USA,116.18,,9.23,-4.75%,416425
4380,MOV,"Movado Group, Inc.",Consumer Goods,"Recreational Goods, Other",USA,800.31,27.22,49.25,0.00%,79272
4381,MOXC,"Moxian, Inc.",Technology,Internet Information Providers,China,129.61,,1.8,-4.46%,35700
4382,MPA,Blackrock MuniYield Pennsylvani,Financial,Closed-End Fund - Debt,USA,179.46,15.48,13.46,0.15%,16866
4383,MPAA,"Motorcar Parts of America, Inc.",Consumer Goods,Auto Parts,USA,375.7,17.84,20.85,5.30%,137616
4384,MPAC,Matlin & Partners Acquisition Corporation,Consumer Goods,Packaging & Containers,USA,12.49,275,9.9,0.00%,0
4385,MPACU,Matlin & Partners Acquisition Corporation Units,Conglomerates,Conglomerates,USA,716,291.67,10.5,0.00%,0
4386,MPB,"Mid Penn Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,207.06,20.64,34,0.00%,0
4387,MPC,Marathon Petroleum Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,32710.39,18.32,71.75,2.21%,3650918
4389,MPLX,MPLX LP,Basic Materials,Oil & Gas Pipelines,USA,26979.35,23.19,34.35,0.82%,428826
4390,MPO,"Midstates Petroleum Company, Inc.",Basic Materials,Independent Oil & Gas,USA,350.31,,14.43,1.58%,42029
4392,MPVD,Mountain Province Diamonds Inc.,Basic Materials,Industrial Metals & Minerals,Canada,383.3,26.59,2.4,0.30%,21062
4393,MPW,"Medical Properties Trust, Inc.",Financial,REIT - Healthcare Facilities,USA,5272.54,16.78,14.31,-1.00%,839302
4394,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductor - Specialized,USA,5798.23,48.19,137.68,-0.46%,163932
4395,MPX,Marine Products Corporation,Consumer Goods,Recreational Vehicles,USA,627.38,28.19,19.2,1.05%,17575
4396,MQT,"BlackRock MuniYield Quality Fund II, Inc.",Financial,Closed-End Fund - Debt,USA,271.6,38.22,12.03,-0.08%,16778
4397,MQY,"BlackRock MuniYield Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,421.37,32.28,13.74,0.15%,40205
4398,MRAM,"Everspin Technologies, Inc.",Technology,Semiconductor- Memory Chips,USA,146.64,,9.06,-0.22%,32032
4399,MRC,MRC Global Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,1948.83,,22.69,1.84%,608634
4400,MRCC,Monroe Capital Corporation,Financial,Mortgage Investment,USA,279.75,24.95,13.73,0.07%,55839
4401,MRCY,"Mercury Systems, Inc.",Technology,Computer Peripherals,USA,1857.01,48.73,40.24,0.83%,177189
4403,MRIN,Marin Software Incorporated,Technology,Application Software,USA,31.88,,5.86,0.09%,2420
4404,MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - Major,USA,167629,40.63,62.2,0.00%,4584118
4405,MRLN,Marlin Business Services Corp.,Financial,Mortgage Investment,USA,381.31,19.87,31.2,0.97%,17224
4406,MRNS,"Marinus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,314.01,,7.43,0.07%,356550
4407,MRO,Marathon Oil Corporation,Basic Materials,Independent Oil & Gas,USA,18147.31,,21.77,3.25%,7464946
4409,MRSN,"Mersana Therapeutics, Inc.",Healthcare,Biotechnology,USA,434.44,,17.99,2.16%,88476
4410,MRT,"MedEquities Realty Trust, Inc.",Services,Restaurants,USA,354.65,17.27,11.2,-1.75%,31880
4411,MRTN,"Marten Transport, Ltd.",Services,Trucking,USA,1288.36,36.83,24.4,1.46%,42153
4412,MRTX,"Mirati Therapeutics, Inc.",Healthcare,Biotechnology,USA,1590.23,,52.35,-0.29%,230217
4413,MRUS,Merus N.V.,Healthcare,Biotechnology,Netherlands,553.84,,26.15,1.51%,38873
4414,MRVL,Marvell Technology Group Ltd.,Technology,Semiconductor - Integrated Circuits,Bermuda,10539,23.77,21.89,1.20%,5598741
4415,MS,Morgan Stanley,Financial,Investment Brokerage - National,USA,83237.7,11.62,48.45,2.89%,6403772
4416,MSA,MSA Safety Incorporated,Services,Security & Protection Services,USA,3716.16,59.87,98.68,0.69%,60058
4417,MSB,Mesabi Trust,Financial,Diversified Investments,USA,331.94,9.11,25.4,0.40%,33061
4418,MSBF,MSB Financial Corp.,Financial,Savings & Loans,USA,117.61,31.25,21.2,-1.40%,4687
4419,MSBI,"Midland States Bancorp, Inc.",Financial,Regional - Midwest Banks,USA,816.77,55.38,36,3.18%,67612
4420,MSCI,MSCI Inc.,Technology,Processing Systems & Products,USA,14753.32,40.53,168.35,1.04%,338363
4421,MSD,Morgan Stanley Emerging Markets,Financial,Closed-End Fund - Debt,USA,183.81,8.59,8.83,0.26%,15245
4422,MSEX,Middlesex Water Company,Utilities,Water Utilities,USA,699.4,32.5,42.67,-2.45%,22686
4424,MSFT,Microsoft Corporation,Technology,Business Software & Services,USA,778729.71,28.08,101.6,0.43%,10757209
4425,MSG,The Madison Square Garden Company,Services,Entertainment - Diversified,USA,7485.35,,322.31,-1.52%,298707
4426,MSGN,MSG Networks Inc.,Services,Entertainment - Diversified,USA,1750.97,6.37,24.9,4.62%,338171
4427,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,18791.67,27.33,117.92,-0.41%,477201
4428,MSL,"MidSouth Bancorp, Inc.",Financial,Regional - Southeast Banks,USA,227.56,,13.85,0.36%,14607
4429,MSM,"MSC Industrial Direct Co., Inc.",Services,Industrial Equipment Wholesale,USA,4790.19,18.41,84.97,1.48%,748582
4430,MSN,Emerson Radio Corp.,Consumer Goods,Electronic Equipment,USA,34.9,,1.5,0.67%,11124
4431,MSON,"Misonix, Inc.",Healthcare,Medical Appliances & Equipment,USA,124.24,,13.22,1.27%,12164
4433,MSTR,MicroStrategy Incorporated,Technology,Application Software,USA,1507.96,31.97,134.5,-0.28%,23327
4434,MT,ArcelorMittal,Basic Materials,Steel & Iron,Luxembourg,28897.88,6.46,30.24,0.67%,1291541
4435,MTB,M&T Bank Corporation,Financial,Regional - Northeast Banks,USA,24553.27,18.01,173.26,2.54%,669562
4437,MTBCP,"Medical Transcription Billing, Corp.",Technology,Healthcare Information Services,USA,297.55,,25.99,0.01%,14617
4438,MTCH,"Match Group, Inc.",Technology,Internet Information Providers,USA,10686.4,22.31,39.67,-0.81%,1139994
4439,MTD,Mettler-Toledo International Inc.,Healthcare,Medical Instruments & Supplies,USA,14740.19,34.17,594.17,1.78%,80931
4440,MTDR,Matador Resources Company,Basic Materials,Independent Oil & Gas,USA,3447.03,17.09,32.52,5.11%,1359872
4441,MTEC,MTech Acquisition Corp.,Conglomerates,Conglomerates,USA,6.72,,9.75,0.00%,1000
4442,MTEM,"Molecular Templates, Inc.",Healthcare,Biotechnology,USA,157,0.89,5.22,-0.19%,41586
4443,MTEX,"Mannatech, Incorporated",Consumer Goods,Personal Products,USA,52.3,,19.8,2.59%,5651
4444,MTFB,Motif Bio plc,Healthcare,Biotechnology,USA,2368.54,,9.01,0.00%,0
4445,MTG,MGIC Investment Corporation,Financial,Property & Casualty Insurance,USA,4055.06,7.82,11.34,2.30%,1318836
4447,MTGEP,MTGE Investment Corp.,Financial,REIT - Diversified,USA,1182.05,12.23,25.86,0.19%,2325
4448,MTH,Meritage Homes Corporation,Industrial Goods,Residential Construction,USA,1812.6,10.35,46.2,1.32%,108488
4449,MTL,Mechel PAO,Basic Materials,Steel & Iron,Russia,965.8,46.25,3.41,2.40%,11363
4450,MTLS,Materialise NV,Technology,Application Software,Belgium,609.64,,13.01,-1.55%,26151
4451,MTN,"Vail Resorts, Inc.",Services,Resorts & Casinos,USA,11255.23,34.8,284.12,0.17%,84151
4452,MTNB,"Matinas BioPharma Holdings, Inc.",Healthcare,Biotechnology,USA,35.7,,0.47,15.12%,2024303
4453,MTOR,"Meritor, Inc.",Consumer Goods,Auto Parts,USA,1935.91,5.06,22.49,2.93%,359097
4454,MTP,Midatech Pharma Plc,Healthcare,Biotechnology,USA,35.08,,0.73,1.39%,41167
4455,MTR,Mesa Royalty Trust,Financial,Diversified Investments,USA,26.84,9.69,14.15,0.71%,15488
4456,MTRN,Materion Corporation,Basic Materials,Industrial Metals & Minerals,USA,1136.62,31.27,56.35,-0.18%,26168
4457,MTRX,Matrix Service Company,Basic Materials,Oil & Gas Equipment & Services,USA,506.93,164.29,20.35,4.09%,119022
4458,MTSC,MTS Systems Corporation,Technology,Scientific & Technical Instruments,USA,1036.97,32.12,54.35,0.37%,35161
4459,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductor - Broad Line,USA,1514.03,,24.41,0.70%,216260
4460,MTSL,MER Telemanagement Solutions Ltd.,Technology,Diversified Communication Services,Israel,3.51,,1.09,-2.68%,39544
4463,MTW,"The Manitowoc Company, Inc.",Industrial Goods,Farm & Construction Machinery,USA,935.1,12.1,27.34,3.40%,145987
4464,MTX,Minerals Technologies Inc.,Basic Materials,Chemicals - Major Diversified,USA,2709.87,17.78,77.35,1.05%,49315
